Identifier (RIC),Company Name,Date,ESG_score,Social_score,Gov_score,Env_score,BVPS,Market_cap,Shares,Industry,Net_income,RETURN_ON_ASSET,QUICK_RATIO,ASSET_GROWTH,FNCL_LVRG,PE_RATIO,Scope_1,Scope_2,CO2_emissions,Energy_use,Water_use,Water_recycle,Toxic_chem_red,Injury_rate,Women_Employees,Human_Rights,Strikes,Turnover_empl,Board_Size,Shareholder_Rights,Board_gen_div,Bribery,Recycling_Initiatives,Total_assets
HWM,Howmet Aerospace Inc,2015,67.74024406,88.1297481,39.93903526,67.96129405,28.68095238,14163173858,420000000,Aerospace & Defense,-156000000,-0.8729,0.4456,-2.2012,,,2144.793494,1076.383352,40400000,455418094,98800000,,1,5.59,20.68,1,0,4.5,6,1,33.33333333,1,1,36477000000
HWM,Howmet Aerospace Inc,2014,71.67368254,94.69801823,38.13630566,74.84633352,31.79844961,14414516783,387000000,Aerospace & Defense,-61000000,,,,,,1224.383466,655.6095867,43400000,487859943,102200000,,1,4.67,19.83,1,0,4.7,6,1,33.33333333,1,1,37399000000
HWM,Howmet Aerospace Inc,2013,68.07538923,83.55016968,47.66311826,67.30540701,29.69999972,14477352515,356666670,Aerospace & Defense,-2244000000,,,,,,1257.383966,704.6413502,46500000,416378666,102000000,,1,5.66,,1,0,6.1,6,1,33.33333333,1,1,35742000000
HWM,Howmet Aerospace Inc,2012,71.55092424,88.11001915,46.18762351,75.52800735,37.11059009,14653292562,358666670,Aerospace & Defense,162000000,,,,,,1226.403751,665.3039958,47200000,458389738,110500000,,1,6.38,,1,1,,6,1,33.33333333,1,1,40179000000
IEX,IDEX Corp,2021,53.64176664,53.25335239,49.35658166,57.63713264,36.88289474,14808335970,76400000,Machinery,449300000,9.6318,2.5246,11.39,1.7464,37.5024,2.150833927,13.53137334,36880,255430.8,120563.211,,1,7.65,,1,0,,10,1,20,1,0,4917200000
IEX,IDEX Corp,2020,57.80283721,54.69337815,62.56546972,57.23134871,33.53801772,14697962334,76400000,Machinery,377778000,9.1824,3.3053,15.7446,1.713,37.6219,2.202857964,14.79812377,42410.19,286344.065,94675.743,,1,1.86,,1,0,,10,1,20,1,0,4414398000
IEX,IDEX Corp,2019,59.93797577,57.17534888,64.59734483,59.07359389,29.93926767,14365319031,76454000,Machinery,425187000,11.6777,2.6008,9.789,1.7116,29.6246,2.46890685,15.49706361,44621.47,301511.03,120563.211,,1,7.3,,1,0,,9,1,22.22222222,1,0,3813912000
IEX,IDEX Corp,2018,42.29766668,37.41094356,63.80124303,29.71721722,26.10375334,14607379833,77563000,Machinery,405673000,11.9466,2.1351,2.1834,1.771,23.1802,,,,,,,0,,,0,0,,8,1,25,1,0,3473857000
IEX,IDEX Corp,2017,40.3435185,38.29218865,57.74064161,28.08718372,24.74737643,14652290485,77333000,Machinery,337157000,10.2907,1.8564,7.7556,1.9107,30.5072,,,,,,,0,,,0,0,,9,1,22.22222222,1,0,3399628000
IEX,IDEX Corp,2016,40.57771639,31.69688436,62.63312784,31.90133815,20.36718863,14385871364,76758000,Machinery,271109000,9.097,1.6457,12.458,1.9953,23.7345,,,,,,,0,,,0,0,,8,1,25,1,0,3154944000
IEX,IDEX Corp,2015,35.7140583,33.39094846,44.90632557,30.59204818,18.71341701,14118691045,77972000,Machinery,282807000,9.9076,1.8993,-3.376,1.9486,21.4242,,,94000,998640,173750.32,,0,9.95,,0,0,,9,1,11.11111111,1,0,2805443000
IEX,IDEX Corp,2014,28.75295016,30.85446927,41.33893871,15.96852217,18.64706768,14362274241,80728000,Machinery,279386000,9.6489,1.8574,0.5501,1.8928,21.738,,,88400,986760,164665.33,,0,11,,0,0,,9,1,11.11111111,1,0,2903463000
IEX,IDEX Corp,2013,31.95570082,30.41036676,52.68355067,16.37091315,19.2964535,14412513276,82489000,Machinery,255215000,8.9976,2.2746,3.6687,1.8673,23.8147,,,92600,970259,219932.32,,0,14,,0,0,,9,1,11.11111111,1,0,2887577000
IEX,IDEX Corp,2012,27.4409635,33.10774513,35.14399194,14.83028951,17.71696356,14347903421,83641000,Machinery,37630000,1.3388,1.9729,-1.7883,1.8876,17.2334,,,55154,457814,153661,,0,14.5,,0,0,,10,1,10,1,0,2785390000
IR,Ingersoll Rand Inc,2021,42.08273116,42.25496748,51.60245061,33.9614475,21.70081967,20271925398,421200000,Machinery,534800000,3.6043,2.0837,-5.63,1.7225,41.9969,10.14673311,16.52345716,105966,1134262.8,540000,,0,2.65,22,1,0,16.7,10,1,20,1,0,15154500000
IR,Ingersoll Rand Inc,2020,41.84428617,42.27724533,51.71524859,33.1454362,23.82366771,20577901330,382800000,Machinery,-56800000,-0.3219,1.7434,246.9579,1.8824,101.2715,16.7971777,24.39455116,100998,821862,208000,,0,5.75,22,1,0,13.9,11,1,9.090909091,1,0,16058600000
IR,Ingersoll Rand Inc,2019,23.43739672,27.60264547,38.82032466,6.067370184,9.188697789,20092419518,208900000,Machinery,97300000,3.4908,1.6787,3.149,2.5707,34.9903,16.82801695,23.1608298,107562,969534,208000,,0,7.85,,1,0,12.3,11,1,9.090909091,1,0,4628400000
IR,Ingersoll Rand Inc,2018,18.25190563,19.65471837,27.19050894,9.270366722,8.313492064,20610538763,209100000,Machinery,170500000,5.9155,1.2518,-2.9018,2.889,13.6806,18.44531447,27.3132946,108695,835084.8,,,0,,,0,0,,8,1,,1,0,4487100000
IR,Ingersoll Rand Inc,2017,,,,,8.105378705,20981789560,188400000,Machinery,27800000,0.4118,1.6547,7.0727,5.1283,61.1363,,,,,,,,,,,,,,,,,,4621200000
IR,Ingersoll Rand Inc,2016,,,,,1.401490785,20533024860,189732250,Machinery,-31290000,-0.8344,1.4008,-3.2742,13.3782,,,,,,,,,,,,,,,,,,,4315948000
IR,Ingersoll Rand Inc,2015,,,,,2.056756297,21214331268,189732250,Machinery,-351988000,,1.4644,,,,,,,,,,,,,,,,,,,,,4462046000
IR,Ingersoll Rand Inc,2014,,,,,,21659016289,189732250,Machinery,-135925000,,,,,,,,,,,,,,,,,,,,,,,5107100000
IR,Ingersoll Rand Inc,2013,,,,,,21650856931,189732250,Machinery,-2600000,,,,,,,,,,,,,,,,,,,,,,,5420700000
IR,Ingersoll Rand Inc,2012,,,,,,21728336359,189732250,Machinery,264500000,,,,,,,,,,,,,,,,,,,,,,,2501800000
ITW,Illinois Tool Works Inc,2021,66.05506538,66.42232505,76.4498222,58.5601286,11.50428435,67379428505,316400000,Machinery,2694000000,17.0027,1.2585,2.9785,4.656,30.7837,8.600286305,30.04429776,485917,5389624.8,2656172.987,,0,7,,1,0,,10,1,20,1,0,16077000000
ITW,Illinois Tool Works Inc,2020,53.44866372,53.49230546,76.76266024,37.50432128,10.03786684,67019562526,318300000,Machinery,2109000000,13.7484,1.9583,3.6103,4.9428,30.8204,9.393011553,29.3696931,546903,5941850.4,2691002.544,,0,8.7,,1,0,,11,1,18.18181818,1,0,15612000000
ITW,Illinois Tool Works Inc,2019,44.93663271,39.99670338,72.87375942,31.37116486,9.342389626,65983774358,325600000,Machinery,2521000000,16.8415,2.0622,1.3315,4.7672,23.8639,9.563109426,31.60597237,607985,6197115.6,3178604.992,,0,10.3,,1,0,,11,1,18.18181818,1,0,15068000000
ITW,Illinois Tool Works Inc,2018,46.17054372,44.11914204,68.99399257,32.88584637,9.713432836,67698613983,337100000,Machinery,2563000000,16.1959,1.1649,-11.3826,4.0375,16.841,9.535000699,36.57398351,660004,6216177.6,3086854.224,,0,,,1,0,,11,1,18.18181818,1,0,14870000000
ITW,Illinois Tool Works Inc,2017,45.15095488,47.55961615,70.05842389,25.49534059,13.32461494,68352631286,346800000,Machinery,2345000000,10.55,1.8742,10.3875,3.6182,25.4597,7.9818369,38.88322671,637318,5573390.4,3074581.925,,0,,,1,0,,12,1,16.66666667,1,0,16780000000
ITW,Illinois Tool Works Inc,2016,44.21647402,52.02449289,58.52305488,25.79626914,11.98309859,67010174717,357100000,Machinery,2035000000,13.1587,1.7496,-3.3569,3.2633,21.6846,8.403356956,35.4460276,587801,5219197.2,2667934.256,,0,,,1,0,,11,1,18.18181818,1,0,15201000000
ITW,Illinois Tool Works Inc,2015,39.58474683,52.64716927,41.66233932,23.67089676,14.19951074,66806772207,370100000,Machinery,1899000000,11.4418,2.2352,-9.9399,2.7563,18.1846,8.694766639,36.24848108,650958,5732870.4,2369238.909,,0,,,1,0,,13,1,15.38461538,1,0,15729000000
ITW,Illinois Tool Works Inc,2014,47.82615592,52.10779754,66.56379281,30.29852092,16.97535474,67251128460,404600000,Machinery,1890000000,15.741,1.7824,-12.5263,2.2655,20.2575,8.419950478,33.47053414,592122,5304841.2,2609373.963,,0,,,1,0,,12,1,16.66666667,1,1,17465000000
ITW,Illinois Tool Works Inc,2013,44.09940026,51.38883634,58.52801795,26.1715368,21.74585388,67532762706,449300000,Machinery,1630000000,8.55,0.9915,3.4026,1.9382,23.1259,7.802312217,30.84368873,571613,5146902,2723193.671,,0,,,1,0,,12,1,16.66666667,1,1,19966000000
ITW,Illinois Tool Works Inc,2012,48.59456374,46.83402191,77.85004069,30.60158233,22.47977863,67955214073,473200000,Machinery,2233000000,15.3918,2.0826,7.3706,1.8122,18.2819,8.660558043,33.58753014,613231,5374198.8,1870068.248,,0,,,1,0,,10,1,20,1,1,19309000000
J,Jacobs Engineering Group Inc,2021,85.01754687,86.92499917,71.5504776,92.75970676,45.62453723,16517770122,131274000,Professional Services,420821000,3.5353,0.7141,18.4409,2.2956,21.4163,1.51869999,4.18241106,72620,808707.6,295000,,0,1,29.5,1,0,17.9,10,1,30,1,0,14632609000
J,Jacobs Engineering Group Inc,2020,70.37923271,63.34993642,55.61506322,87.8427882,44.2212388,16347204084,132721000,Professional Services,385883000,4.1302,0.8513,7.7786,2.0656,17.1807,3.529092732,6.361100564,104636,352976.4,483600,,0,0.95,29,1,0,18.6,11,1,18.18181818,1,0,12354353000
J,Jacobs Engineering Group Inc,2019,65.80539261,58.27579698,62.2331587,75.76706649,41.43873045,15894945652,139206000,Professional Services,350472000,7.0347,0.7498,-9.3556,2.0839,17.9369,,,,,,,0,,,1,0,19.8,10,1,20,1,0,11462711000
J,Jacobs Engineering Group Inc,2018,62.3878978,53.7777894,71.89885146,64.06779948,42.56591002,15893653485,137536000,Professional Services,265326000,1.6321,0.5538,71.3323,1.9476,43.2656,,,,,,,0,,,1,0,27.6,11,1,18.18181818,1,0,12645795000
J,Jacobs Engineering Group Inc,2017,60.7596998,52.8008019,69.44939681,62.38533956,37.09769624,15919496824,120147000,Professional Services,170051000,3.9852,0.8946,0.2831,1.6956,28.2754,,,,,,,0,,,1,0,11.47,12,1,16.66666667,1,0,7380859000
J,Jacobs Engineering Group Inc,2016,55.63128133,59.293229,39.86894553,63.2862711,35.50461572,15429765550,121483000,Professional Services,214515000,2.7791,0.9905,-5.4702,1.77,15.8698,,,,,,,0,1.8,,1,0,12.57,11,1,9.090909091,1,0,7360022000
J,Jacobs Engineering Group Inc,2015,63.24653451,71.75645502,57.25251368,59.15313556,34.33203741,15184253829,126110000,Professional Services,328882000,3.7313,0.8453,-7.8987,1.8536,10.9025,,,,,,,0,2.1,,1,0,10.76,11,1,9.090909091,1,0,7785926000
J,Jacobs Engineering Group Inc,2014,62.12974897,68.41009979,54.12290989,61.66825705,34.25162665,15445271553,132371000,Professional Services,352112000,4.1723,0.9184,16.2152,1.8115,14.5195,0.502029691,0.750520159,13645,,,,0,1.65,,1,0,,10,1,10,1,0,8453659000
J,Jacobs Engineering Group Inc,2013,67.06228857,71.86880849,56.66412715,69.75932078,32.58691449,15460777557,130945000,Professional Services,440182000,5.9955,1.4016,6.356,1.7785,17.8916,0.596436178,0.635447265,12789,,,,0,,,1,0,9.89,11,1,9.090909091,1,0,7274144000
J,Jacobs Engineering Group Inc,2012,67.16700727,73.29112802,55.19650999,69.69044999,29.16292971,15467238392,128692000,Professional Services,390954000,5.8128,1.2741,10.3272,1.8533,13.7601,,,13050,,,,0,,25,1,0,7,11,1,9.090909091,1,0,6839433000
JBHT,J B Hunt Transport Services Inc,2021,56.4707232,51.26442666,71.66510292,49.44889468,29.5923082,21100014402,106593000,Road & Rail,760806000,11.9598,1.0766,14.6078,2.225,28.4638,196.2083409,1.73796224,1907524,26816000,,,0,9.85,13.8,0,0,39.5,10,1,30,1,0,6794348000
JBHT,J B Hunt Transport Services Inc,2020,52.99887994,53.03291236,60.13948028,47.01151122,24.59922422,21255192405,106766000,Road & Rail,506035000,8.8784,1.3253,8.3624,2.3421,28.6329,205.290784,3.27552154,1911564,26650970,,,0,11,13.3,0,0,51.9,10,1,20,1,0,5928348000
JBHT,J B Hunt Transport Services Inc,2019,44.28342622,48.48187936,50.21681121,34.79061448,21.12224096,21007746401,108307000,Road & Rail,516320000,9.7765,1.0107,7.4476,2.4179,21.8955,206.849456,2.698240276,1805227,,,,0,,,0,0,,10,1,20,1,0,5470854000
JBHT,J B Hunt Transport Services Inc,2018,46.44374225,47.48389541,67.61921137,27.67068539,19.21265371,21277210906,110428000,Road & Rail,492804000,10.2456,0.7833,14.0257,2.4252,20.5995,227.3990593,3.178215993,1657751,,,,0,,,0,0,,10,1,20,1,0,5091647000
JBHT,J B Hunt Transport Services Inc,2017,41.47612446,44.20444603,58.25110825,24.54128961,16.72311273,20560036892,111049000,Road & Rail,995463000,16.3084,1.0147,13.026,2.5869,31.2104,,,,,,,0,,,0,0,,10,1,20,1,0,4465349000
JBHT,J B Hunt Transport Services Inc,2016,40.80350489,43.63058068,58.87929262,22.67768301,12.57233672,19807213878,113361000,Road & Rail,432090000,11.4004,1.0817,8.8491,2.7926,25.8325,,,,,,,0,,,0,0,,11,1,18.18181818,1,0,3828988000
JBHT,J B Hunt Transport Services Inc,2015,38.24404752,36.01594484,61.29451445,21.44910298,11.24123205,19791486378,116728000,Road & Rail,427235000,12.1927,1.183,7.4311,2.7978,20.0829,,,,,,,0,,,0,0,,11,1,18.18181818,1,0,3629544000
JBHT,J B Hunt Transport Services Inc,2014,42.62883332,36.38888889,75.91610475,21.64938026,10.29506838,19832377878,118445000,Road & Rail,374792000,12.0942,0.8556,19.8298,2.7957,26.9583,,,,,,,0,,,0,0,,11,1,18.18181818,1,0,3378486000
JBHT,J B Hunt Transport Services Inc,2013,31.80894234,30.48674489,41.44638575,25.21012007,8.620354367,19742206877,119404000,Road & Rail,342382000,12.9591,0.8063,14.3941,2.9286,26.736,274.4942611,4.510403602,1410363,,,,0,,,0,0,,11,1,18.18181818,1,0,2819404000
JBHT,J B Hunt Transport Services Inc,2012,33.63192854,30.83441982,41.01861252,30.50699301,6.735106998,19695024376,120022000,Road & Rail,310354000,13.1173,0.938,8.7023,3.4809,23.9038,,,,,,,0,,,0,0,,12,1,16.66666667,1,0,2464641000
JCI,Johnson Controls International PLC,2021,77.09641992,91.96867194,36.10501682,95.00661012,24.50739604,45417799907,721100000,Building Products,1746000000,3.9586,0.7638,2.6338,2.3624,25.6853,24.61612224,14.84231752,880594,80385684,3374000,,0,2,24,1,0,23,13,1,23.07692308,1,1,41890000000
JCI,Johnson Controls International PLC,2020,85.15372931,91.81954458,64.504662,95.07826502,23.23169108,45340510953,753600000,Building Products,795000000,1.5186,0.8784,-3.481,2.2331,18.2155,26.80152704,16.11402704,1028600,88672957,3776000,,0,2.05,22,1,0,24,12,1,25,1,1,40815000000
JCI,Johnson Controls International PLC,2019,89.08876706,91.51163848,77.21481481,96.3365159,22.71431855,43970388586,874300000,Building Products,1289000000,12.4588,0.9454,-13.341,2.2254,22.4192,26.99794872,17.19893162,1034207,89046267,4103000,,0,2.5,22,1,0,23.3,12,1,25,1,1,42287000000
JCI,Johnson Controls International PLC,2018,76.77522846,91.39762118,35.73732719,94.99716155,22.8626985,45642640501,931700000,Building Products,1457000000,4.2948,0.5162,-5.9498,2.4196,22.2314,29.89975914,17.53632582,1083203,87157348,3681000,,0,2.8,21.688,1,0,21.2,10,1,10,1,1,48797000000
JCI,Johnson Controls International PLC,2017,75.0805355,93.3136892,29.00308642,93.55700105,21.86143483,45972875123,944600000,Building Products,829000000,2.8002,0.5894,-17.8778,2.5819,22.2014,39.64342276,81.65522868,2527500,138501000,5966010,,0,3.1,29,1,0,23.7,12,1,8.333333333,1,1,51884000000
JCI,Johnson Controls International PLC,2016,86.14948028,92.79621786,65.81670362,95.83128458,36.13724903,44834619618,667400000,Building Products,864000000,-1.8707,0.427,113.284,2.6936,34.0051,86.90012119,150.1827914,2347600,19075600,5966010,,0,,29,1,0,21.74,11,1,9.090909091,1,1,63179000000
JCI,Johnson Controls International PLC,2015,82.21320949,92.15832232,53.39181287,95.36508341,10.05085969,44848672155,407785160,Building Products,615000000,7.5451,0.6077,150.8426,2.7654,15.5182,86.48722416,142.1766357,2362555,19217822,6493057,,0,,30,1,0,22.11,11,1,9.090909091,1,1,12321000000
JCI,Johnson Controls International PLC,2014,79.70070366,94.82803023,39.73905724,96.47407073,10.69443227,45825323483,442165180,Building Products,592000000,10.1313,0.7552,-3.0141,2.4613,20.4858,87.9310002,146.7995625,2360920,21151700,6510640,,0,,30,1,0,21.34,9,1,11.11111111,1,1,11809000000
JCI,Johnson Controls International PLC,2013,83.97763979,95.39912115,55.53030303,95.20472784,11.48003813,45930717511,450760180,Building Products,491000000,4.3682,0.6769,-1.5285,2.4317,20.9271,93.72199757,151.6548726,2427270,19912300,6391130,,0,,30,1,0,20.11,8,1,12.5,1,1,12176000000
JCI,Johnson Controls International PLC,2012,90.38625381,95.82410103,76.94824017,95.64324693,11.29442169,46246899596,442165180,Building Products,-387000000,2.4164,0.825,-53.6926,2.0408,46.2228,89.06213887,143.6931894,2457198,20287155,6007261,,0,,30,1,0,18.9,10,1,10,1,1,12365000000
LDOS,Leidos Holdings Inc,2021,81.46114641,91.27352254,75.7259518,72.41330804,30.43262411,14764313106,143000000,Professional Services,759000000,5.8436,0.9031,5.9947,3.161,16.3274,2.017396791,7.995312782,111082,702234,119444.827,,0,0.995,34.87,1,0,,13,1,23.07692308,1,0,13261000000
LDOS,Leidos Holdings Inc,2020,78.4173917,91.311705,69.42482627,71.38115496,27.1971831,14618187434,144000000,Professional Services,629000000,5.7409,0.9154,33.5646,3.0073,21.8482,0.247890916,5.716107514,60797,712505,118771.024,,0,1.005,34.453,1,0,,13,1,23.07692308,1,0,12511000000
LDOS,Leidos Holdings Inc,2019,81.14699554,92.27542316,75.19557626,69.04235093,23.86713287,14717946307,145000000,Professional Services,670000000,7.3551,1.0296,6.8073,2.6986,25.6305,0.248770895,6.729695182,70971,755435,133333.496,,0,1.502,34.819,1,0,,13,1,23.07692308,1,0,9367000000
LDOS,Leidos Holdings Inc,2018,77.82892544,88.75278256,71.93322669,66.12573886,21.90728477,14309075435,153000000,Professional Services,578000000,6.5428,1.0704,-2.4472,2.6595,14.32,0.241374414,11.2594065,81000,776745,65604.9,,0,1,,1,0,,12,1,25,1,0,8770000000
LDOS,Leidos Holdings Inc,2017,84.02802117,89.0087103,85.70581975,64.13893671,22.17105263,13650104856,154000000,Professional Services,249000000,4.0393,1.0268,-1.555,2.7859,23.0063,0.339558574,9.252971138,45200,365559,78392.1,,0,1.25,35,1,0,27,10,1,20,1,0,8990000000
LDOS,Leidos Holdings Inc,2016,73.15985709,86.3478891,64.76477333,63.28893329,30.73529412,13415460748,104000000,Professional Services,246000000,3.9034,1.0099,170.9792,2.9745,16.9759,0.590790617,15.13466551,90500,671400,222313,,0,2.5,35.8,1,0,31.8,8,1,25,1,0,9132000000
LDOS,Leidos Holdings Inc,2015,75.84950117,79.67609253,74.88214331,68.09029291,14.63013699,12793021587,74000000,Professional Services,243000000,6.7446,1.5202,-19.0293,2.8284,19.4489,0.489223135,14.66630485,97738,391573,228741,,0,2.5,32.9,1,0,,11,1,27.27272727,1,0,3370000000
LDOS,Leidos Holdings Inc,2014,67.32086178,78.28394093,56.78036539,70.98775222,19.21686747,12742439623,83000000,Professional Services,84000000,3.2679,1.5045,-29.1574,2.3824,23.4761,0.534441398,17.74948595,106705,446954,264657,,0,2,31.7,1,0,,13,1,23.07692308,1,0,4162000000
LDOS,Leidos Holdings Inc,2013,65.40696599,76.14226256,54.67957168,70.35066982,31.54216868,13068412277,83000000,Professional Services,323000000,8.3719,1.0608,-11.8794,2.6135,10.7729,,,44008,486181,298431,,0,4.5,31.4,1,0,,13,1,23.07692308,1,0,5875000000
LDOS,Leidos Holdings Inc,2012,73.31104532,75.97644686,73.07563839,66.44504545,25.96428571,12899805732,84000000,Professional Services,-235000000,0.9154,1.2417,7.1348,2.759,11.6495,,,44008,447874,257192.25,,0,1.45,32.1,1,0,,13,1,23.07692308,1,0,6667000000
LHX,L3harris Technologies Inc,2021,65.86519464,69.56241586,68.00134994,56.11799816,95.44461003,49324475877,203200000,Aerospace & Defense,1843000000,5.1515,0.4364,-6.0904,1.7946,21.0775,3.378421458,14.04682862,317035,3945000,1753510,,1,2.8,24,1,0,15.06,12,1,16.66666667,1,0,34709000000
LHX,L3harris Technologies Inc,2020,48.63944127,56.98612886,41.64648839,42.74656057,96.8411215,48955720009,215900000,Aerospace & Defense,1088000000,2.9723,0.6179,-3.5893,1.7385,21.6831,8.371154054,29.2467883,348455,4527000,1883350,,0,,24,1,0,,12,1,16.66666667,1,0,36960000000
LHX,L3harris Technologies Inc,2019,45.46120437,44.1027858,61.33361528,26.32802383,,49247249517,168389605,Aerospace & Defense,835000000,5.534,0.5089,289.6331,1.8594,23.4625,,,,,,,0,,,1,0,,13,1,15.38461538,1,0,38336000000
LHX,L3harris Technologies Inc,2018,48.83980717,53.42884284,57.81592533,28.11688312,27.6391231,48712456977,121100000,Aerospace & Defense,684000000,7.2056,0.4217,-2.4876,3.1886,22.8323,,,,,,,0,,,1,0,,12,1,8.333333333,1,0,9851000000
LHX,L3harris Technologies Inc,2017,50.84684246,54.47979527,62.39672626,28.3815427,23.88254486,45082818075,124300000,Aerospace & Defense,628000000,5.0048,0.4408,-15.9797,3.693,15.9043,,,,972000,,,0,3.333,,1,0,,12,1,16.66666667,1,0,10090000000
LHX,L3harris Technologies Inc,2016,47.17692692,45.91644394,63.91217369,26.68611957,24.68497577,44109765945,125000000,Aerospace & Defense,611000000,2.578,0.4447,-8.5168,3.8952,21.041,,,,1267200,,,0,4.193,,1,0,,12,1,16.66666667,1,0,12009000000
LHX,L3harris Technologies Inc,2015,32.87214182,22.44602159,58.12269314,17.71209712,32.13812677,41758223295,106800000,Aerospace & Defense,287000000,3.7017,0.5743,166.8632,3.4551,12.7753,,,,,,,0,8.643,,1,0,,13,1,15.38461538,1,0,13127000000
LHX,L3harris Technologies Inc,2014,34.18994419,22.51413537,58.21613908,23.00950683,17.21017908,42273709245,107300000,Aerospace & Defense,539200000,10.9436,0.9076,1.2473,2.8865,15.196,,,,,,,1,,,1,0,,12,1,16.66666667,1,0,4919000000
LHX,L3harris Technologies Inc,2013,25.66733199,22.37617773,32.6659815,22.2073678,14.12941177,42015000940,111200000,Aerospace & Defense,461900000,2.1624,0.7845,-13.1312,2.9859,9.9524,,,,,,,1,,,1,0,,11,1,18.18181818,1,1,4858400000
LHX,L3harris Technologies Inc,2012,37.26463879,27.28487552,63.37863112,20.10209042,16.97810858,43365828649,114800000,Aerospace & Defense,555900000,0.5202,0.7821,-9.3961,2.6494,4.7836,,,,,,,1,,,1,0,,11,1,18.18181818,1,1,5592800000
LMT,Lockheed Martin Corp,2021,71.86760728,72.10908746,62.54239977,84.1374269,39.64905933,1.21953E+11,277400000,Aerospace & Defense,6315000000,12.4332,0.3977,0.3214,5.9846,13.2468,5.105363472,11.07903096,968021,10362945.6,5148157.6,,1,5.15,23,1,0,8.9,11,1,36.36363636,1,0,50873000000
LMT,Lockheed Martin Corp,2020,79.312153,73.47603116,81.23162068,87.48267988,21.48214286,1.22547E+11,281200000,Aerospace & Defense,6888000000,13.9111,0.3688,6.695,10.7458,11.9239,5.427290651,12.52014434,964890,10133985.6,4656054.3,,1,5.55,22.6,1,0,9.8,12,1,25,1,0,50710000000
LMT,Lockheed Martin Corp,2019,79.32586789,76.15525192,77.36449316,87.86130536,11.08865248,1.24347E+11,283800000,Aerospace & Defense,6230000000,13.4843,0.2756,5.9096,20.4388,15.3471,5.835128102,14.92558046,1037205,12037050,4996741.2,,1,5.4,23,1,0,8.6,10,1,20,1,0,47528000000
LMT,Lockheed Martin Corp,2018,84.97063782,84.24416823,83.28081421,88.61781076,4.899824253,1.18135E+11,286800000,Aerospace & Defense,5003000000,11.03,0.2234,-3.7409,168.1912,12.8382,4.84561218,16.43446818,1006335,8649027.273,4387290.19,,1,5.55,23,1,0,12,12,1,33.33333333,1,0,44876000000
LMT,Lockheed Martin Corp,2017,82.84572818,80.74737566,79.60699525,91.140955,-2.953439889,1.11515E+11,290600000,Aerospace & Defense,3776000000,4.1578,0.397,-2.4809,142.8533,20.9454,5.758806986,22.14920071,1131279,9126972.725,4334294.45,,1,4.6,25,1,0,,12,1,33.33333333,1,0,46620000000
LMT,Lockheed Martin Corp,2016,74.43491221,64.44928237,78.94990964,86.73638297,5.048446375,1.07762E+11,303100000,Aerospace & Defense,3661000000,10.6539,0.8004,-3.0383,21.0742,17.8346,,,956109,9391156.58,5674329.59,,1,5.3,25,1,0,8.74,12,1,33.33333333,1,0,47806000000
LMT,Lockheed Martin Corp,2015,75.0468086,66.2385046,80.97250859,83.24832509,9.980663874,1.05908E+11,314700000,Aerospace & Defense,3126000000,8.3497,0.5995,33.0886,13.2907,20.9676,,,888800,9761483,6056659,,1,5.9,25,1,0,9.98,12,1,33.33333333,1,0,49304000000
LMT,Lockheed Martin Corp,2014,49.85886795,58.2450994,35.59381429,53.8093921,10.73232323,1.05173E+11,322400000,Aerospace & Defense,3253000000,9.8697,0.659,2.371,8.8043,19.3364,5.287842821,20.87673265,1234497,11053072,6121011,,1,6.4,26,1,1,8.59,12,1,33.33333333,1,0,37046000000
LMT,Lockheed Martin Corp,2013,53.49105262,60.42249767,46.05607048,50.81699346,15.32564662,1.05243E+11,326500000,Aerospace & Defense,2950000000,7.9658,0.76,-6.3869,15.0989,15.0927,6.656680789,21.74463967,1320633,11738984,6853859,,1,7.15,,1,0,,11,1,27.27272727,1,0,36188000000
LMT,Lockheed Martin Corp,2012,63.56729423,67.82339696,70.88451454,45.72192513,0.120481928,1.05873E+11,328400000,Aerospace & Defense,2745000000,7.1704,0.6961,1.9758,73.6202,11.0902,,,1374988,,6899705,,1,7,,0,0,,11,1,18.18181818,1,0,38657000000
LUV,Southwest Airlines Co,2021,67.98176629,73.77299013,43.10590797,82.84530256,17.59121622,24682886056,609000000,Airlines,977000000,2.7557,1.8399,5.0075,3.6759,12.6417,1366.5084,4.236737401,12402502,179205458.4,314189.03,,1,,42,1,0,8.878,11,1,27.27272727,1,0,36320000000
LUV,Southwest Airlines Co,2020,69.09103672,75.91782518,42.33737541,84.27568367,15.70973451,25067908277,565000000,Airlines,-3074000000,-10.1648,1.927,33.5702,3.233,12.6417,898.1408953,1.99674514,20188287,292030066.8,359613.95,,1,,43,1,0,5.455,11,1,27.27272727,1,0,34588000000
LUV,Southwest Airlines Co,2019,69.46128415,74.5921772,44.60143164,85.19404572,18.27509294,24848741782,539000000,Airlines,2269000000,8.8227,0.5762,-1.3261,2.6486,12.6417,924.8582745,2.138493057,20361484,292062808.8,374755.59,,1,,43,1,0,6.337,11,1,27.27272727,1,0,25895000000
LUV,Southwest Airlines Co,2018,64.21126615,60.90688945,47.13038395,84.16186525,17.19546248,25944574256,574000000,Airlines,2465000000,9.6002,0.5385,4.5121,2.6343,10.9681,952.847347,2.441785681,20200544,285130839.6,321759.85,,1,,42,1,0,5.963,11,1,27.27272727,1,0,26243000000
